customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,ChurnFlag,ServicesAdopted,HasInternet,TenureNorm,ServicesNorm,ContractScore,AutoPay,PaperlessScore,EngagementScore,ChargeToServiceRatio,ChargeRiskNorm,LowTenureRisk,MonthToMonthRisk,EcheckRisk,FiberNoSecurityRisk,UnanchoredRisk,RiskScore
3580-HYCSP,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.3,7966.9,No,0,7,1,1.0,0.875,1.0,1,1,96.25,13.7875,0.21553994732221246,0.0,0,0,0,0,3.2330992098331865
1352-HNSAW,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.6,8220.4,No,0,8,1,1.0,1.0,1.0,1,1,99.99999999999999,12.844444444444443,0.18242122719734657,0.0,0,0,0,0,2.7363184079601988
2075-PUEPR,Male,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.35,1153.25,No,0,1,0,0.7638888888888888,0.125,1.0,1,0,60.48611111111109,9.675,0.07111501316944692,0.23611111111111116,0,0,0,0,5.788947419763928
1982-FEBTD,Female,0,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.6,514.75,No,0,2,0,0.3194444444444444,0.25,1.0,1,1,53.68055555555556,8.533333333333333,0.031021363769388365,0.6805555555555556,0,0,0,0,14.076431567651937
5301-GAUUY,Male,0,No,No,32,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.35,2596.15,Yes,1,3,1,0.4444444444444444,0.375,0.0,1,1,41.80555555555554,20.0875,0.4367866549604916,0.5555555555555556,1,0,1,1,72.66291093551848
5791-KAJFD,Female,0,Yes,Yes,56,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),68.75,3808.0,No,0,5,1,0.7777777777777778,0.625,0.5,1,1,70.97222222222223,11.458333333333334,0.13374304945858945,0.2222222222222222,0,0,0,0,6.450590186323287
2654-VBVPB,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.9,19.9,No,0,1,0,0.013888888888888888,0.125,0.0,1,0,14.23611111111111,9.95,0.08077260755048286,0.9861111111111112,1,0,0,1,55.93381133547947
1154-HYWWO,Male,0,No,No,38,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,70.6,2708.2,No,0,5,1,0.5277777777777778,0.625,0.5,0,0,47.22222222222222,11.766666666666666,0.14457126134035703,0.4722222222222222,0,0,0,1,21.6130133645498
2501-XWWTZ,Male,0,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.2,760.05,No,0,1,1,0.1527777777777778,0.125,0.0,0,0,9.097222222222223,35.1,0.9640035118525022,0.8472222222222222,1,1,1,1,96.40449712223199
3716-UVSPD,Male,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.3,49.3,No,0,2,1,0.013888888888888888,0.25,0.0,0,1,12.986111111111109,16.433333333333334,0.3084577114427861,0.9861111111111112,1,1,0,1,69.34908789386401
6815-ABQFQ,Male,0,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,107.25,6033.3,No,0,6,1,0.7777777777777778,0.75,0.5,0,1,64.72222222222223,15.321428571428571,0.2694092562398094,0.2222222222222222,0,1,0,0,18.485583288041585
7343-EOBEU,Male,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.6,89.05,No,0,2,0,0.041666666666666664,0.25,0.0,0,1,13.958333333333334,7.866666666666667,0.007609013754755669,0.9583333333333334,1,0,0,0,44.280801872988
3701-SFMUH,Male,0,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),69.7,516.15,No,0,4,1,0.09722222222222222,0.5,0.0,1,0,28.40277777777778,13.940000000000001,0.22089552238805976,0.9027777777777778,1,0,0,0,46.368988391376455
6103-LIANB,Male,0,Yes,Yes,59,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),99.5,5861.75,No,0,5,1,0.8194444444444444,0.625,1.0,1,1,82.43055555555556,16.583333333333332,0.3137254901960784,0.18055555555555558,0,0,1,0,28.31699346405229
7319-VENRZ,Male,0,No,No,7,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),64.3,445.95,No,0,4,1,0.09722222222222222,0.5,0.0,1,0,28.40277777777778,12.86,0.18296751536435468,0.9027777777777778,1,0,0,1,55.800068286020874
5846-NEQVZ,Male,0,Yes,Yes,71,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),70.85,4973.4,No,0,5,1,0.9861111111111112,0.625,1.0,1,1,88.26388888888889,11.808333333333332,0.14603453321627155,0.01388888888888884,0,0,0,0,2.4682957760218502
6967-QIQRV,Male,0,Yes,Yes,15,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,101.9,1667.25,No,0,5,1,0.20833333333333334,0.625,0.5,0,0,36.04166666666667,16.983333333333334,0.3277729002048581,0.7916666666666666,0,1,0,0,30.749926836406203
5781-RFZRP,Male,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),73.5,5357.75,No,0,6,1,0.9861111111111112,0.75,1.0,1,0,87.01388888888889,10.5,0.10008779631255489,0.01388888888888884,0,0,0,0,1.7790947224661
0939-YAPAF,Female,0,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,3527.6,Yes,1,5,1,0.4861111111111111,0.625,0.0,0,1,40.763888888888886,16.708333333333332,0.3181153058238221,0.5138888888888888,1,1,1,1,80.04950736513511
0308-IVGOK,Female,0,No,No,11,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),40.4,422.6,No,0,3,1,0.1527777777777778,0.375,0.5,1,1,41.59722222222222,10.1,0.08604038630377524,0.8472222222222222,0,0,0,1,28.235050239001076
7293-LSCDV,Female,0,Yes,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.25,1103.25,No,0,1,0,0.8333333333333334,0.125,1.0,1,1,67.91666666666667,9.625,0.06935908691834944,0.16666666666666663,0,0,0,0,4.373719637108573
7025-WCBNE,Male,1,No,No,47,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),59.6,2754.0,No,0,4,1,0.6527777777777778,0.5,1.0,1,0,67.84722222222223,11.92,0.14995610184372257,0.3472222222222222,0,0,0,1,19.193785972100287
5756-JYOJT,Female,0,No,No,11,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),64.9,697.25,No,0,4,1,0.1527777777777778,0.5,0.5,1,0,40.34722222222222,12.98,0.18718173836698862,0.8472222222222222,0,0,0,1,29.752170519949274
4710-FDUIZ,Male,0,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),100.3,5614.45,Yes,1,5,1,0.7777777777777778,0.625,0.5,1,0,65.97222222222221,16.716666666666665,0.31840796019900497,0.2222222222222222,0,0,1,0,29.22056384742952
6030-REHUX,Female,1,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.85,3204.4,No,0,7,1,0.3888888888888889,0.875,0.0,0,1,44.861111111111114,13.85625,0.21795434591747145,0.6111111111111112,1,1,0,0,50.4915374109843
9548-LIGTA,Male,0,Yes,No,61,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,81.05,4747.65,No,0,6,1,0.8472222222222222,0.75,1.0,0,1,77.15277777777779,11.578571428571427,0.13796563401479991,0.1527777777777778,0,0,0,0,5.125040065777554
5150-LJNSR,Male,0,Yes,Yes,31,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),98.05,3082.1,No,0,5,1,0.4305555555555556,0.625,0.5,1,0,53.81944444444444,16.341666666666665,0.30523851331577406,0.5694444444444444,0,0,0,0,15.9674665886255
8270-RKSAP,Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.5,597.9,No,0,1,1,0.125,0.125,0.0,0,1,13.124999999999998,35.25,0.9692712906057945,0.875,1,1,1,1,97.03906935908691
6522-YRBXD,Male,1,Yes,No,35,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,94.55,3365.4,No,0,5,1,0.4861111111111111,0.625,0.0,0,1,40.763888888888886,15.758333333333333,0.28475270705297046,0.5138888888888888,1,1,0,0,49.54906838357233
2640-LYMOV,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.65,38.8,No,0,1,0,0.027777777777777776,0.125,0.0,0,1,9.722222222222223,9.825,0.07638279192273924,0.9722222222222222,1,0,0,1,55.59018632328553
1218-VKFPE,Female,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.0,233.55,Yes,1,1,0,0.16666666666666666,0.125,0.0,0,0,9.583333333333332,9.5,0.06496927129060581,0.8333333333333334,1,0,0,0,42.64120573602575
3627-FHKBK,Female,0,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,75.3,75.3,Yes,1,2,1,0.013888888888888888,0.25,0.0,0,0,7.986111111111111,25.099999999999998,0.6128182616330113,0.9861111111111112,1,0,0,1,63.91449614671739
2865-TCHJW,Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.2,346.2,Yes,1,4,1,0.05555555555555555,0.5,0.0,0,1,21.944444444444443,17.84,0.35785776997366114,0.9444444444444444,1,1,1,1,89.2567554384938
1423-BMPBQ,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.0,19.0,No,0,1,0,0.013888888888888888,0.125,0.0,0,1,9.23611111111111,9.5,0.06496927129060581,0.9861111111111112,1,0,0,0,45.69676129158131
2393-DIVAI,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.0,61.7,No,0,1,0,0.041666666666666664,0.125,0.0,0,1,10.208333333333334,10.0,0.08252853380158034,0.9583333333333334,1,0,0,1,55.40459467369037
5192-EBGOV,Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.7,85.7,Yes,1,3,1,0.013888888888888888,0.375,0.0,0,1,16.73611111111111,21.425,0.4837576821773486,0.9861111111111112,1,1,1,1,91.97858745488246
4568-KNYWR,Male,0,No,No,52,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),63.25,3342.45,No,0,4,1,0.7222222222222222,0.5,1.0,1,1,75.27777777777779,12.65,0.1755926251097454,0.2777777777777778,0,0,0,1,18.189444932201738
8752-IMQOS,Male,0,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,85.1,No,0,1,0,0.06944444444444445,0.125,0.5,0,0,16.180555555555557,10.05,0.08428446005267783,0.9305555555555556,0,0,0,0,19.87537801190128
0742-LAFQK,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,99.15,7422.1,No,0,6,1,1.0,0.75,1.0,0,1,82.5,14.164285714285715,0.2287721058572683,0.0,0,1,0,0,13.431581587859027
0795-LAFGP,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,90.4,6668.05,No,0,8,1,0.9861111111111112,1.0,1.0,0,0,84.51388888888889,10.044444444444444,0.08408935713588919,0.01388888888888884,0,1,0,0,11.539118134816114
0619-OLYUR,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),111.9,8071.05,No,0,7,1,1.0,0.875,1.0,1,1,96.25,13.9875,0.2225636523266023,0.0,0,0,0,0,3.3384547848990342
5512-IDZEI,Male,0,Yes,Yes,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.9,1174.8,No,0,2,0,0.6388888888888888,0.25,0.5,0,0,39.8611111111111,8.299999999999999,0.022827041264266882,0.36111111111111116,0,1,0,0,17.564627841186226
0459-SPZHJ,Male,0,Yes,Yes,63,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),83.5,5435.0,No,0,7,1,0.875,0.875,1.0,1,0,86.875,10.4375,0.09789288849868306,0.125,0,0,0,0,3.9683933274802463
0215-BQKGS,Male,0,No,No,30,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.3,2438.6,No,0,4,1,0.4166666666666667,0.5,0.0,1,1,44.583333333333336,16.86,0.323441615452151,0.5833333333333333,1,0,0,1,51.518290898448925
9244-ZVAPM,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.6,45.6,No,0,1,1,0.013888888888888888,0.125,0.0,0,0,4.236111111111111,22.8,0.5320456540825286,0.9861111111111112,1,0,0,1,62.70290703346015
0719-SYFRB,Female,0,No,No,12,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,61.65,713.75,Yes,1,5,1,0.16666666666666666,0.625,0.0,0,1,29.583333333333332,10.275,0.09218612818261636,0.8333333333333334,1,0,0,1,53.049458589405916
8208-EUMTE,Male,0,No,No,16,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,54.85,916.15,No,0,5,1,0.2222222222222222,0.625,1.0,0,0,46.52777777777778,9.141666666666667,0.05238513315774075,0.7777777777777778,0,0,0,1,26.34133255292167
5172-MIGPM,Male,0,No,No,4,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,65.55,237.2,No,0,4,1,0.05555555555555555,0.5,0.0,0,0,16.944444444444443,13.11,0.19174714661984196,0.9444444444444444,1,0,0,1,56.76509608818652
1710-RCXUS,Male,0,Yes,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),90.35,4614.55,No,0,4,1,0.7083333333333334,0.5,0.5,1,1,64.79166666666667,18.07,0.3659350307287094,0.29166666666666663,0,0,1,0,31.322358794263977
0374-FIUCA,Male,0,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.4,1414.45,No,0,1,0,0.9027777777777778,0.125,1.0,1,1,70.34722222222221,10.2,0.08955223880597014,0.09722222222222221,0,0,0,0,3.2877280265339968
5839-SUYVZ,Male,0,No,No,16,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),74.55,1170.5,No,0,2,1,0.2222222222222222,0.25,0.0,1,1,30.277777777777775,24.849999999999998,0.6040386303775241,0.7777777777777778,1,0,0,1,59.61613501121842
5173-ZXXXL,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.95,47.7,No,0,1,0,0.027777777777777776,0.125,0.5,0,0,14.722222222222223,9.975,0.08165057067603161,0.9722222222222222,0,0,0,1,30.669203004584922
1096-ADRUX,Female,0,Yes,Yes,66,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),74.25,4859.25,No,0,2,1,0.9166666666666666,0.25,0.5,1,1,64.58333333333334,24.75,0.6005267778753293,0.08333333333333337,0,0,1,0,30.674568334796604
2001-MCUUW,Male,0,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,108.65,4903.2,No,0,7,1,0.6388888888888888,0.875,1.0,0,0,68.61111111111111,13.58125,0.2082967515364355,0.36111111111111116,0,1,0,1,30.34667349526876
2731-GJRDG,Female,0,No,No,32,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),109.55,3608.0,No,0,7,1,0.4444444444444444,0.875,0.5,1,1,66.80555555555556,13.69375,0.21224758560140475,0.5555555555555556,0,0,0,1,24.294824895132184
4723-BEGSG,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.65,6094.25,No,0,7,1,1.0,0.875,1.0,1,0,91.25,10.83125,0.11172080772607554,0.0,0,0,0,0,1.675812115891133
6516-NKQBO,Male,0,Yes,Yes,38,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),81.0,3084.9,No,0,6,1,0.5277777777777778,0.75,1.0,1,0,70.97222222222223,11.571428571428571,0.13771478740750032,0.4722222222222222,0,0,0,0,11.510166255556948
8672-OAUPW,Male,0,No,Yes,51,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),47.85,2356.75,No,0,2,1,0.7083333333333334,0.25,0.5,1,0,52.29166666666667,15.950000000000001,0.2914837576821774,0.29166666666666663,0,0,0,0,10.205589698565994
8207-DMRVL,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),114.55,8306.05,No,0,8,1,1.0,1.0,1.0,1,0,94.99999999999999,12.727777777777778,0.1783240659447859,0.0,0,0,0,0,2.6748609891717883
3419-SNJJD,Female,1,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),105.25,6786.4,Yes,1,6,1,0.9027777777777778,0.75,0.0,1,0,64.09722222222221,15.035714285714286,0.25937539194782394,0.09722222222222221,1,0,0,0,30.835075323661805
6543-CPZMK,Male,0,Yes,Yes,9,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,29.95,248.95,Yes,1,1,1,0.125,0.125,0.0,0,1,13.124999999999998,14.975,0.257243195785777,0.875,1,1,0,0,56.35864793678665
4765-OXPPD,Female,0,Yes,Yes,9,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,65.0,663.05,Yes,1,5,1,0.125,0.625,0.0,0,0,23.125,10.833333333333334,0.11179397131987126,0.875,1,0,0,0,44.17690956979807
2804-ETQDK,Male,0,No,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.55,1357.1,No,0,1,0,0.9166666666666666,0.125,1.0,0,0,55.833333333333336,10.275,0.09218612818261636,0.08333333333333337,0,0,0,0,3.0494585894059125
6689-VRRTK,Female,1,No,No,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),109.8,4860.35,No,0,7,1,0.6111111111111112,0.875,0.5,1,1,72.6388888888889,13.725,0.21334503950834063,0.38888888888888884,0,0,0,1,20.977953370402886
7138-GIRSH,Male,0,No,No,50,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),69.5,3418.2,No,0,5,1,0.6944444444444444,0.625,1.0,1,0,73.05555555555556,11.583333333333334,0.13813286508633307,0.3055555555555556,0,0,0,1,18.18310408740611
9396-ZSFLL,Female,0,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,48.85,631.4,No,0,2,1,0.20833333333333334,0.25,0.0,0,0,14.791666666666666,16.283333333333335,0.3031899326894938,0.7916666666666666,1,0,0,1,55.38118232367574
6464-KEXXH,Male,0,No,No,8,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),25.25,186.3,No,0,0,1,0.1111111111111111,0.0,0.0,1,1,18.88888888888889,25.25,0.6180860403863038,0.8888888888888888,1,0,0,1,62.04906838357233
7134-MJPDY,Female,1,No,No,66,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),102.85,6976.75,No,0,6,1,0.9166666666666666,0.75,0.5,1,1,79.58333333333333,14.692857142857141,0.24733475479744133,0.08333333333333337,0,0,0,1,15.376687988628287
5240-CAOYT,Female,0,No,No,57,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),87.55,4884.85,No,0,5,1,0.7916666666666666,0.625,0.0,1,1,61.458333333333336,14.591666666666667,0.24378109452736318,0.20833333333333337,1,0,0,1,42.82338308457712
4059-IIEBK,Female,0,No,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),78.55,522.95,No,0,3,1,0.09722222222222222,0.375,0.0,1,1,29.65277777777778,19.6375,0.42098331870061456,0.9027777777777778,1,0,1,1,79.37030533606477
4881-JVQOD,Male,1,Yes,Yes,10,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),34.55,362.6,No,0,1,1,0.1388888888888889,0.125,0.0,1,1,23.61111111111111,17.275,0.33801580333625986,0.8611111111111112,1,0,0,0,47.29245927226612
0516-UXRMT,Female,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,92.05,5755.8,No,0,5,1,0.8611111111111112,0.625,0.5,0,1,63.88888888888889,15.341666666666667,0.270119988293825,0.13888888888888884,0,1,0,1,26.82957760218515
4851-BQDNX,Male,0,Yes,Yes,40,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,85.05,3355.65,No,0,3,1,0.5555555555555556,0.375,0.5,0,1,45.69444444444444,21.2625,0.47805092186128184,0.4444444444444444,0,1,1,0,46.05965271680812
5148-HKFIR,Female,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,406.95,No,0,1,0,0.2777777777777778,0.125,1.0,0,0,33.47222222222223,9.85,0.07726075504828797,0.7222222222222222,0,0,0,1,25.60335577016877
1009-IRMNA,Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.0,137.6,Yes,1,1,0,0.09722222222222222,0.125,0.0,1,0,17.15277777777778,10.0,0.08252853380158034,0.9027777777777778,1,0,0,1,54.29348356257926
3003-CMDUU,Female,0,Yes,No,25,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.15,2395.7,No,0,4,1,0.3472222222222222,0.5,0.0,0,1,32.15277777777777,19.03,0.3996488147497806,0.6527777777777778,1,1,0,0,54.050287776802264
5016-IBERQ,Male,0,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,84.25,1968.1,No,0,4,1,0.3194444444444444,0.5,0.0,0,0,26.18055555555555,16.85,0.3230904302019316,0.6805555555555556,1,1,1,0,73.45746756414009
6797-UCJHZ,Female,1,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),104.6,6819.45,No,0,6,1,0.9166666666666666,0.75,0.5,1,0,74.58333333333333,14.942857142857141,0.2561143860529286,0.08333333333333337,0,0,1,0,25.5083824574606
2469-DTSGX,Female,1,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,111.65,7943.45,No,0,7,1,1.0,0.875,1.0,0,0,81.25,13.95625,0.22146619841966642,0.0,0,1,0,1,23.321992976294997
4554-YGZIH,Male,1,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),90.05,4547.25,Yes,1,4,1,0.6805555555555556,0.5,0.0,1,0,48.819444444444436,18.009999999999998,0.36382791922739244,0.3194444444444444,1,0,1,0,56.84630767729977
5099-BAILX,Male,1,Yes,Yes,43,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),110.75,4687.9,Yes,1,7,1,0.5972222222222222,0.875,0.0,1,1,62.15277777777778,13.84375,0.21751536435469712,0.4027777777777778,1,0,0,0,36.31828602087601
9931-KGHOA,Female,0,Yes,No,46,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),55.0,2473.95,No,0,3,1,0.6388888888888888,0.375,0.0,1,0,43.6111111111111,13.75,0.21422300263388938,0.36111111111111116,1,0,0,0,35.43556726173057
1775-KWJKQ,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.85,6562.9,No,0,8,1,1.0,1.0,1.0,1,0,94.99999999999999,9.983333333333333,0.0819432250512145,0.0,0,0,0,0,1.2291483757682176
7665-VIGUD,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.35,176.3,No,0,1,0,0.1388888888888889,0.125,0.5,0,0,18.61111111111111,10.175,0.08867427568042147,0.8611111111111112,0,0,0,1,28.552336357428548
9411-TPQQV,Female,0,No,No,40,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),54.55,2236.2,No,0,4,1,0.5555555555555556,0.5,0.5,1,1,59.44444444444444,10.91,0.11448639157155402,0.4444444444444444,0,0,0,1,20.6061847624622
7207-RMRDB,Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,6985.65,Yes,1,6,1,0.9027777777777778,0.75,0.0,0,1,59.09722222222222,15.071428571428571,0.2606296249843221,0.09722222222222221,1,1,1,0,60.85388881920927
7954-MLBUN,Male,0,No,No,31,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),99.45,3109.9,No,0,5,1,0.4305555555555556,0.625,1.0,1,0,63.81944444444444,16.575,0.31343283582089554,0.5694444444444444,0,0,0,1,26.090381426202324
2077-DDHJK,Female,0,Yes,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),70.9,4911.35,No,0,6,1,0.9444444444444444,0.75,1.0,1,0,85.55555555555556,10.12857142857143,0.08704377273297385,0.05555555555555558,0,0,0,0,2.4167677021057195
