customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,ChurnFlag,ServicesAdopted,HasInternet,TenureNorm,ServicesNorm,ContractScore,AutoPay,PaperlessScore,EngagementScore,ChargeToServiceRatio,ChargeRiskNorm,LowTenureRisk,MonthToMonthRisk,EcheckRisk,FiberNoSecurityRisk,UnanchoredRisk,RiskScore,Cohort,CohortName,PC1,PC2,PredictedChurnProbability
6851-WEFYX,Male,1,Yes,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,3437.5,No,0,5,1,0.4861111111111111,0.625,0.0,0,1,40.763888888888886,16.8,0.3213345039508341,0.5138888888888888,1,1,1,0,70.0977953370403,2,Wavering High-Spenders,-0.24749918526286055,1.881674795247321,0.7464166196021105
2985-JUUBZ,Male,0,Yes,Yes,40,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.55,3015.75,No,0,5,1,0.5555555555555556,0.625,0.0,0,1,43.19444444444444,12.425,0.1676909569798068,0.4444444444444444,1,1,0,0,46.40425324358599,2,Wavering High-Spenders,0.09116928930210064,0.949776419285195,0.48576426117284544
6390-DSAZX,Female,0,No,Yes,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,73.6,73.6,Yes,1,2,1,0.0138888888888888,0.25,0.0,0,1,12.986111111111107,24.53333333333333,0.5929177641205735,0.9861111111111112,1,0,0,0,53.615988684030825,0,At-Risk Newcomers,-1.8959600845634592,0.34062232706881107,0.6936823622055773
0895-LMRSF,Male,0,No,No,23,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),64.9,1509.8,No,0,3,1,0.3194444444444444,0.375,0.5,1,1,47.43055555555555,16.225,0.3011413520632134,0.6805555555555556,0,0,0,1,28.128231392059316,2,Wavering High-Spenders,0.2143413371993785,-0.36642271512283964,0.21696826617537604
8098-LLAZX,Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,396.1,Yes,1,4,1,0.0555555555555555,0.5,0.0,0,1,21.944444444444443,19.09,0.4017559262510974,0.9444444444444444,1,1,1,1,89.91522778265534,0,At-Risk Newcomers,-1.7181174987568681,1.8175699411617765,0.90019406681457
8266-VBFQL,Male,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.4,356.65,No,0,4,1,0.0555555555555555,0.5,0.0,0,1,21.944444444444443,18.08,0.3662862159789289,0.9444444444444444,1,1,0,1,69.38318212857281,0,At-Risk Newcomers,-1.4426500319718423,1.429202353350185,0.7527872282646147
8181-YHCMF,Female,0,Yes,Yes,68,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),60.3,4109.0,No,0,5,1,0.9444444444444444,0.625,1.0,1,0,81.80555555555554,10.05,0.0842844600526777,0.0555555555555555,0,0,0,0,2.375378011901278,4,High-Value Champions,2.968421671768368,-0.7865240989992274,0.05208065802659344
2240-HSJQD,Male,0,No,Yes,38,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,81.85,3141.7,No,0,3,1,0.5277777777777778,0.375,0.0,0,1,34.722222222222214,20.4625,0.4499561018437225,0.4722222222222222,1,0,1,0,61.19378597210029,2,Wavering High-Spenders,-0.6432437109499958,0.8244602106527773,0.6233188110318705
1248-DYXUB,Male,0,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.8,1229.1,No,0,2,0,0.7222222222222222,0.25,1.0,0,0,52.77777777777778,8.266666666666667,0.0216564237635353,0.2777777777777778,0,0,0,0,5.880401912008586,1,Contract-Locked Loyalists,1.2921047729262554,-2.2963143094400897,0.04765433959466914
0265-EDXBD,Male,1,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,2303.35,Yes,1,2,1,0.4444444444444444,0.25,0.0,0,1,28.05555555555555,24.96666666666667,0.6081357916300849,0.5555555555555556,1,1,1,0,75.23314798556238,0,At-Risk Newcomers,-1.317412865187589,0.6096209410284724,0.7330834767624688
4115-BNPJY,Male,0,Yes,Yes,29,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,75.55,2054.4,No,0,5,1,0.4027777777777778,0.625,1.0,0,0,52.84722222222222,12.591666666666669,0.173544044483465,0.5972222222222222,0,0,0,0,14.547605111696422,4,High-Value Champions,1.55747727271268,-0.2240597671877377,0.07970815070603618
3167-SNQPL,Male,1,Yes,Yes,38,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,101.15,3741.85,No,0,5,1,0.5277777777777778,0.625,0.0,0,0,37.22222222222222,16.858333333333334,0.3233830845771145,0.4722222222222222,1,1,1,0,69.29519071310116,2,Wavering High-Spenders,-0.24621332231059,1.8689139727676893,0.6982509975963103
4091-TVOCN,Male,0,No,Yes,48,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),78.75,3682.45,No,0,6,1,0.6666666666666666,0.75,0.5,1,1,70.83333333333333,11.25,0.1264266900790167,0.3333333333333333,0,0,0,0,8.563067017851917,4,High-Value Champions,2.060168940441754,0.4016392001631523,0.1779273100659388
1098-TDVUQ,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.25,19.25,No,0,1,0,0.0138888888888888,0.125,0.0,1,1,19.23611111111111,9.625,0.0693590869183494,0.9861111111111112,1,0,0,1,55.76260852599747,3,Disengaged Low-Spenders,-2.3077320994553734,-1.133579894688387,0.5048696982270325
7277-OZCGZ,Female,0,No,No,22,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.05,1886.25,No,0,4,1,0.3055555555555556,0.5,0.0,0,1,30.69444444444444,17.81,0.3568042142230026,0.6944444444444444,1,1,0,1,64.24095210223393,0,At-Risk Newcomers,-0.8557687488411431,1.3031137700438802,0.6980900755012525
1557-EMYVT,Female,0,No,No,43,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.05,4895.1,No,0,8,1,0.5972222222222222,1.0,1.0,1,0,80.90277777777779,12.783333333333331,0.1802750951126719,0.4027777777777778,0,0,0,1,20.75968198224564,4,High-Value Champions,3.055538314253078,1.5100603924566098,0.23495918387637335
2799-ARNLO,Female,1,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.35,341.6,No,0,1,1,0.0694444444444444,0.125,0.0,0,1,11.180555555555555,34.675,0.9490781387181736,0.9305555555555556,1,1,1,0,87.8472831918837,0,At-Risk Newcomers,-2.5667045925313148,0.4399551599560177,0.8071336267562021
7563-BIUPC,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.6,415.55,Yes,1,2,1,0.0694444444444444,0.25,0.0,0,1,14.930555555555555,26.866666666666664,0.674860989171788,0.9305555555555556,1,1,1,1,93.73402594868791,0,At-Risk Newcomers,-2.3363008373568177,1.0266301337601627,0.8617826213819093
5027-YOCXN,Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),110.05,5686.4,No,0,7,1,0.7083333333333334,0.875,0.5,1,0,71.04166666666667,13.75625,0.2144424934152765,0.2916666666666666,0,0,0,0,9.04997073456248,4,High-Value Champions,2.4792171928096147,1.3743946050248044,0.3381921927014864
3973-SKMLN,Male,0,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.9,1355.1,No,0,1,0,0.9861111111111112,0.125,1.0,1,1,73.2638888888889,9.95,0.0807726075504828,0.0138888888888888,0,0,0,1,11.48936689103502,1,Contract-Locked Loyalists,1.7734848623469948,-2.5941012830306165,0.03154367613984616
2321-OMBXY,Female,0,Yes,Yes,38,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),80.3,3058.65,Yes,1,6,1,0.5277777777777778,0.75,0.5,1,0,60.97222222222221,11.471428571428572,0.1342029349053054,0.4722222222222222,0,0,0,0,11.457488468024026,4,High-Value Champions,1.6392040403198722,0.48496814102344293,0.23093812872619726
2840-XANRC,Male,1,Yes,No,24,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.15,2231.05,Yes,1,4,1,0.3333333333333333,0.5,0.0,0,1,31.666666666666664,18.630000000000003,0.385601404741001,0.6666666666666667,1,1,1,0,74.11735440444835,0,At-Risk Newcomers,-0.9205938202611665,1.5259120664740056,0.7836396316059476
6745-JEFZB,Male,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),91.5,3236.35,No,0,4,1,0.4861111111111111,0.5,0.0,1,1,47.013888888888886,18.3,0.3740122914837577,0.5138888888888888,1,0,0,0,40.88796215003414,2,Wavering High-Spenders,0.07975764566709112,1.044843821967454,0.39101919880226876
5020-ZSTTY,Female,1,No,No,54,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),82.45,4350.1,Yes,1,7,1,0.75,0.875,0.5,1,0,72.49999999999999,10.30625,0.0932835820895522,0.25,0,0,0,1,16.399253731343283,4,High-Value Champions,2.289588875613728,0.8231126111588821,0.22194914288947432
9880-TDQAC,Female,0,Yes,Yes,72,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,60.0,4264.0,No,0,5,1,1.0,0.625,1.0,0,1,78.75000000000001,10.0,0.0825285338015803,0.0,0,1,0,0,11.237928007023706,4,High-Value Champions,2.8505712336437363,-0.6885559005901867,0.11308966842107161
8705-WZCYL,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.8,44.8,No,0,1,1,0.0138888888888888,0.125,0.0,0,1,9.23611111111111,22.4,0.5179982440737488,0.9861111111111112,1,1,0,1,72.49219588332845,3,Disengaged Low-Spenders,-2.601228317254239,-0.3289859110481639,0.8039410630852335
7102-JJVTX,Female,0,Yes,Yes,9,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,48.6,422.3,No,0,2,1,0.125,0.25,0.5,0,0,21.875,16.2,0.3002633889376646,0.875,0,0,0,0,22.003950834064973,3,Disengaged Low-Spenders,-0.7437529331381222,-1.0707488286316806,0.15740170172245463
8626-PTQGE,Male,0,No,No,69,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),60.05,4176.7,No,0,5,1,0.9583333333333334,0.625,1.0,1,1,87.29166666666667,10.008333333333333,0.0828211881767632,0.0416666666666666,0,0,0,1,12.07565115598478,4,High-Value Champions,2.950361250299509,-0.6601305606597019,0.0846706544508547
4983-CLMLV,Female,0,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.7,5138.1,No,0,6,1,0.7222222222222222,0.75,0.0,1,1,62.77777777777778,14.671428571428573,0.2465822149755425,0.2777777777777778,1,0,0,0,34.254288780188695,2,Wavering High-Spenders,1.2362668898943001,1.68672872224533,0.4670699501361382
5701-YVSVF,Female,1,Yes,No,11,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,82.9,880.05,No,0,3,1,0.1527777777777778,0.375,0.0,0,1,21.59722222222222,20.725,0.4591747146619843,0.8472222222222222,1,1,0,0,58.83206516437421,0,At-Risk Newcomers,-1.3793254773040688,0.858073908716811,0.6704712697058562
5804-LEPIM,Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.35,139.05,Yes,1,1,1,0.0277777777777777,0.125,0.0,0,1,9.722222222222223,35.175,0.9666374012291484,0.9722222222222222,1,1,1,1,98.94400546288166,0,At-Risk Newcomers,-2.812417856061855,0.6139943760490713,0.8383224517167588
5697-GOMBF,Female,1,Yes,Yes,28,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,35.9,973.65,No,0,1,1,0.3888888888888889,0.125,0.0,0,1,22.36111111111111,17.95,0.3617208077260755,0.6111111111111112,1,1,0,0,52.64803433811336,3,Disengaged Low-Spenders,-1.5816317227880268,-0.8383265120813594,0.5247411449153857
2739-CACDQ,Female,1,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),82.65,1470.05,No,0,3,1,0.2361111111111111,0.375,0.0,1,1,34.513888888888886,20.6625,0.4569798068481124,0.7638888888888888,1,0,1,1,77.13247488049947,0,At-Risk Newcomers,-1.282344367318532,1.0962291817775405,0.6948472525697695
9385-EHGDO,Female,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.85,739.35,No,0,1,0,0.4861111111111111,0.125,1.0,0,1,45.763888888888886,9.925,0.0798946444249341,0.5138888888888888,0,0,0,0,11.47619744415179,1,Contract-Locked Loyalists,0.5381978642648688,-2.553518100680436,0.045236626473086655
9498-FIMXL,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.2,161.95,No,0,1,0,0.1111111111111111,0.125,0.5,0,1,22.63888888888889,9.6,0.0684811237928007,0.8888888888888888,0,0,0,1,28.80499463466979,3,Disengaged Low-Spenders,-1.2023306635454096,-1.9061263935094037,0.09238323839982822
2379-GYFLQ,Male,0,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),94.9,4422.95,No,0,5,1,0.6388888888888888,0.625,0.5,1,1,66.11111111111111,15.816666666666668,0.2868012876792508,0.3611111111111111,0,0,1,1,41.52424153741099,2,Wavering High-Spenders,1.3586293802934668,0.9689316196088475,0.3166678594175773
0122-OAHPZ,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.85,511.25,Yes,1,2,1,0.0972222222222222,0.25,0.0,0,1,15.902777777777777,24.616666666666664,0.5958443078724026,0.9027777777777778,1,1,1,1,91.9932201736416,0,At-Risk Newcomers,-2.29348697101158,0.8432875976532925,0.8464216859487069
2868-SNELZ,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,80.6,155.8,Yes,1,3,1,0.0277777777777777,0.375,0.0,0,0,12.22222222222222,20.15,0.4389815627743634,0.9722222222222222,1,0,1,1,81.02916788605988,0,At-Risk Newcomers,-2.082336748374338,1.104518357326407,0.8371712490368379
4322-RCYMT,Male,0,Yes,Yes,68,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),75.8,5293.95,Yes,1,6,1,0.9444444444444444,0.75,0.5,1,1,80.55555555555556,10.828571428571427,0.1116267402483381,0.0555555555555555,0,0,0,0,2.7855122148361837,4,High-Value Champions,2.704463948972864,0.22688192037184282,0.20408593193048014
6680-NENYN,Female,0,No,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,104.6,4759.85,Yes,1,6,1,0.5972222222222222,0.75,1.0,0,1,68.40277777777779,14.94285714285714,0.2561143860529286,0.4027777777777778,0,1,1,1,51.89727134634949,4,High-Value Champions,1.9288543590438396,1.177390611799397,0.4764883608609621
2088-IEBAU,Female,0,No,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,88.15,6148.45,No,0,8,1,0.9444444444444444,1.0,1.0,0,1,88.05555555555556,9.794444444444444,0.0753097258804019,0.0555555555555555,0,1,0,1,22.240756999317146,4,High-Value Champions,3.4919924237658186,0.8590942118913398,0.17808421788500903
7982-VCELR,Female,0,No,No,36,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.8,3565.65,No,0,4,1,0.5,0.5,0.0,1,1,47.49999999999999,18.96,0.3971905179982441,0.5,1,0,1,1,70.95785776997367,2,Wavering High-Spenders,-0.3195859652486726,1.516609268199636,0.6491663965502195
1343-EHPYB,Male,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.4,6603.0,Yes,1,6,1,0.875,0.75,0.0,0,1,58.12500000000001,14.771428571428572,0.2500940674777374,0.125,1,1,1,0,61.25141101216606,2,Wavering High-Spenders,0.9566532262376974,2.030707834291616,0.704484220004281
6035-BXTTY,Female,1,No,No,32,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),54.65,1830.1,No,0,3,1,0.4444444444444444,0.375,0.0,1,0,36.80555555555555,13.6625,0.2111501316944688,0.5555555555555556,1,0,0,1,49.27836308652815,2,Wavering High-Spenders,-0.7034231340505939,0.04790448077650014,0.42503213407830864
6885-PKOAM,Female,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),85.75,6223.8,No,0,8,1,0.9861111111111112,1.0,1.0,1,0,94.51388888888889,9.52777777777778,0.0659447858745488,0.0138888888888888,0,0,0,0,1.2669495658960097,4,High-Value Champions,3.9756174585905644,0.528106678204084,0.04499547028331817
7520-HQWJU,Female,0,Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),67.45,4508.65,No,0,5,1,0.9166666666666666,0.625,0.0,1,1,65.83333333333333,11.241666666666667,0.1261340357038338,0.0833333333333333,1,0,0,0,28.55867720222417,2,Wavering High-Spenders,1.2614175595487456,0.5219909500358175,0.3024850462789205
9639-BUJXT,Male,0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.5,1328.15,No,0,1,0,0.875,0.125,0.5,0,0,44.375,10.25,0.0913081650570676,0.125,0,0,0,1,13.869622475856014,1,Contract-Locked Loyalists,0.5128854870522959,-2.160512194142165,0.06639017982862225
5924-SNGKP,Female,0,No,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.25,865.0,No,0,1,0,0.5694444444444444,0.125,0.5,1,1,48.68055555555556,10.125,0.0869183494293239,0.4305555555555556,0,0,0,0,9.914886352550973,1,Contract-Locked Loyalists,0.23425569213440203,-2.1680452694619268,0.07400052028240965
0021-IKXGC,Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,72.1,72.1,No,0,2,1,0.0138888888888888,0.25,0.0,0,1,12.986111111111107,24.03333333333333,0.575358501609599,0.9861111111111112,1,1,1,1,93.3525997463662,0,At-Risk Newcomers,-2.4971024012237297,0.8293357270382731,0.9084567621399071
2034-GDRCN,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.4,168.2,Yes,1,3,1,0.0277777777777777,0.375,0.0,0,1,17.22222222222222,22.6,0.5250219490781388,0.9722222222222222,1,1,1,1,92.3197736806165,0,At-Risk Newcomers,-2.0922584389726597,1.4877406925608752,0.8893247838183135
8966-SNIZF,Female,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.45,1303.5,No,0,1,0,0.9722222222222222,0.125,1.0,1,0,67.77777777777777,9.725,0.0728709394205443,0.0277777777777777,0,0,0,0,1.648619646863721,1,Contract-Locked Loyalists,1.7894150295861828,-2.738671039366959,0.024137091611312698
6243-OZGFH,Female,0,No,No,23,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.95,996.85,No,0,2,1,0.3194444444444444,0.25,0.0,0,1,23.680555555555557,14.983333333333334,0.2575358501609599,0.6805555555555556,1,1,0,1,62.47414886352552,3,Disengaged Low-Spenders,-1.5672011187765307,-0.24358664972810218,0.520621922384562
4654-DLAMQ,Female,1,Yes,No,64,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),97.0,6430.9,No,0,5,1,0.8888888888888888,0.625,0.5,1,0,69.86111111111111,16.166666666666668,0.2990927714369331,0.1111111111111111,0,0,0,0,6.70861379377622,4,High-Value Champions,2.309286188536424,0.5263576645117044,0.22306391289797042
0513-RBGPE,Male,0,Yes,Yes,37,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),62.8,2278.75,No,0,5,1,0.5138888888888888,0.625,1.0,1,1,71.73611111111111,10.466666666666669,0.0989171788118232,0.4861111111111111,0,0,0,0,11.205979904399571,4,High-Value Champions,2.058302708967438,-0.5597526930265816,0.06896380341880975
5160-UXJED,Male,0,No,Yes,17,Yes,No,DSL,No,No,No,No,No,No,One year,No,Mailed check,44.6,681.4,No,0,1,1,0.2361111111111111,0.125,0.5,0,0,22.01388888888889,22.3,0.5144863915715541,0.7638888888888888,0,0,0,0,22.99507365135109,3,Disengaged Low-Spenders,-0.8024954434665524,-1.4096265821159182,0.13550216832259337
4115-NZRKS,Female,1,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.15,574.35,No,0,3,1,0.0972222222222222,0.375,0.0,0,1,19.65277777777777,22.2875,0.5140474100087797,0.9027777777777778,1,1,1,1,90.76626670568724,0,At-Risk Newcomers,-1.9326508942585092,1.4306611357245498,0.8833851890327654
0219-YTZUE,Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.8,371.9,Yes,1,4,1,0.0555555555555555,0.5,0.0,1,1,31.944444444444443,16.96,0.326953467954346,0.9444444444444444,1,0,1,0,68.79319090820407,0,At-Risk Newcomers,-1.269274330168343,1.3025740235533871,0.849009239658414
0623-IIHUG,Female,1,No,No,21,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,41.9,840.1,Yes,1,2,1,0.2916666666666667,0.25,0.0,0,1,22.70833333333333,13.966666666666669,0.221832016388645,0.7083333333333333,1,1,0,1,62.49414691249634,3,Disengaged Low-Spenders,-1.6435015099185446,-0.3114713360561947,0.5842863808852573
4572-DVCGN,Female,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.25,846.0,Yes,1,2,1,0.1388888888888889,0.25,0.0,1,1,27.361111111111114,26.75,0.6707638279192274,0.8611111111111112,1,0,1,1,82.28367964101064,0,At-Risk Newcomers,-1.8254245625000558,0.8718540076915128,0.8158956219133422
3351-NGXYI,Female,1,No,No,16,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,54.1,889.0,No,0,3,1,0.2222222222222222,0.375,0.0,0,1,24.02777777777777,13.525,0.2063213345039508,0.7777777777777778,1,1,0,1,63.650375573114815,0,At-Risk Newcomers,-1.4808807606779322,0.2424686723918203,0.5943923035993781
8984-EYLLL,Male,0,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,105.25,6823.4,No,0,6,1,0.8888888888888888,0.75,1.0,0,1,78.6111111111111,15.035714285714286,0.2593753919478239,0.1111111111111111,0,1,0,0,16.112853101439583,4,High-Value Champions,3.070784760123697,0.6896337186867048,0.2449830250980449
9057-MSWCO,Male,1,Yes,No,27,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),30.75,805.1,Yes,1,1,1,0.375,0.125,0.0,1,0,26.875,15.375,0.2712906057945566,0.625,1,0,0,0,41.569359086918354,3,Disengaged Low-Spenders,-1.3772412663527902,-1.0970747229391398,0.4250068593886331
9833-TGFHX,Male,0,Yes,Yes,42,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,97.1,4016.75,No,0,5,1,0.5833333333333334,0.625,0.5,0,0,49.16666666666667,16.183333333333334,0.2996780801872988,0.4166666666666666,0,1,0,0,22.828504536142816,2,Wavering High-Spenders,1.2377186871471046,0.7621879359431522,0.31033212640451785
9294-TDIPC,Male,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,83.75,No,0,1,0,0.0694444444444444,0.125,0.0,0,0,6.180555555555555,10.1,0.0860403863037752,0.9305555555555556,1,0,0,0,44.90171690566774,3,Disengaged Low-Spenders,-2.322524818142891,-1.2781449333426003,0.26666080514862034
5229-DTFYB,Female,0,No,No,41,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),98.8,3959.15,No,0,5,1,0.5694444444444444,0.625,1.0,1,1,73.68055555555556,16.466666666666665,0.3096283289435176,0.4305555555555556,0,0,0,1,23.25553604526388,4,High-Value Champions,2.211162626522808,0.43265274795241276,0.16520303684677012
0104-PPXDV,Male,0,Yes,No,58,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),50.3,2878.55,No,0,2,1,0.8055555555555556,0.25,0.5,1,0,55.69444444444444,16.766666666666666,0.3201638864501024,0.1944444444444444,0,0,0,0,8.691347185640424,1,Contract-Locked Loyalists,1.0744523889807893,-1.2678549964063868,0.11998050294830205
5176-LMJXE,Female,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.55,945.7,No,0,1,0,0.6527777777777778,0.125,1.0,0,1,51.59722222222223,10.275,0.0921861281826163,0.3472222222222222,0,0,0,1,18.32723636718369,1,Contract-Locked Loyalists,0.7859411977377159,-2.464791971915136,0.045203433111714014
3583-KRKMD,Male,0,No,No,18,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),75.9,1373.05,No,0,2,1,0.25,0.25,0.0,1,1,31.249999999999996,25.3,0.6198419666374013,0.75,1,0,0,1,59.29762949956102,0,At-Risk Newcomers,-1.2787658068451524,0.4555430991288595,0.5415764747199271
1010-DIAUQ,Male,0,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),96.5,492.55,Yes,1,4,1,0.0694444444444444,0.5,0.0,1,0,27.43055555555556,19.3,0.4091308165057068,0.9305555555555556,1,0,1,1,79.7480733586967,0,At-Risk Newcomers,-1.4323014759434276,1.7124450471409185,0.8334939886704715
9069-LGEUL,Male,0,Yes,No,23,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),59.95,1406.0,No,0,3,1,0.3194444444444444,0.375,0.0,1,1,37.43055555555555,14.9875,0.2576821773485513,0.6805555555555556,1,0,0,0,42.47634377133938,2,Wavering High-Spenders,-0.7301098709783251,0.10115273853044121,0.3509379384291961
